FP,isFake,SET
../data/anti-deepfake-data and code/data/authentic/Tacoma/10491_22975.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10467_23002.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10459_23003.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10475_22966.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10461_22982.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10492_22987.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10494_22974.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10486_22983.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10474_22969.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/2_12415_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10471_23000.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/4_22877_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10457_22998.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10480_22991.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/18_12429_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10482_22993.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10454_22967.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/33_12430_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/22_12411_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10487_22962.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10461_23006.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/14_22867_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/25_22884_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10490_22999.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10455_22987.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10491_22966.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10464_22976.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/17_12401_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/25_22909_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/26_22902_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/24_22909_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10492_22974.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10455_22994.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10493_22962.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10469_22967.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/32_22910_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/26_22873_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10463_22967.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10489_22996.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/25_22890_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10465_22981.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/11_22910_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10490_22975.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10492_22986.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10495_22981.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10482_22996.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/21_12409_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10495_23003.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10488_23006.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10489_22971.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10493_22981.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10494_22969.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10469_22962.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10466_22973.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10480_23003.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10460_22985.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10486_23002.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10470_22987.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10471_22987.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10471_22967.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10480_22974.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10456_22985.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10464_22998.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10480_23003.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/11_22869_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10461_22994.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10462_22977.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/31_12421_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10491_22966.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/32_12414_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/33_12418_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10487_22961.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/18_22876_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10460_23003.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10464_22975.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10491_22979.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10485_22991.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/11_22866_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/25_22888_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10494_22972.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10456_22979.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10466_22998.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10467_22978.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10494_23003.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10467_22986.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10490_23001.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10465_22964.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/22_22897_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10479_22972.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10494_22982.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10457_22959.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10468_22961.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10490_22992.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10458_23006.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/29_22905_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/20_12407_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10461_22983.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10471_22962.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/1_12423_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10455_22961.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10491_22968.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10480_22988.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10454_22989.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10492_22964.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10478_22989.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/21_12425_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/32_12410_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/25_22886_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10454_22962.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10475_22972.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10455_22964.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10473_22972.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10480_22979.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10465_22972.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10478_22989.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10492_23002.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10454_22983.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10459_22974.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/31_12416_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10469_22998.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10462_22975.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/10_12412_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10480_22986.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10471_23000.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10469_22992.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10471_22966.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10455_22979.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10485_22983.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10461_22990.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10482_23002.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/23_12423_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10465_22969.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10484_22959.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10483_22963.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_22973.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10473_22960.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10473_22973.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10474_22994.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/12_22900_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10458_22972.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/18_12411_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10479_22972.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10460_22986.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/33_12408_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/13_22906_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10462_22970.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10472_22979.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10471_22977.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/3_12434_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10487_23000.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10475_22960.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10490_22965.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10495_23005.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10457_22987.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10455_22988.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/1_12430_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/28_22882_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10462_22984.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10475_22995.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10464_22987.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10473_22997.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_22959.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10463_22979.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10479_22967.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10455_22988.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10473_22977.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10471_22981.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10476_22986.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/17_22881_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10493_22972.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10455_22982.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10461_22989.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10492_22980.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10472_22968.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10475_22997.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10478_22998.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10475_22967.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10479_22976.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10456_22996.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10489_22976.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10482_22991.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10487_22988.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10472_22961.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/23_22895_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10483_22978.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/10_12408_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10460_22983.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10462_22965.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10463_22959.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10458_22960.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10473_22979.png,0,train
